item1,item2,n,correlation
sucrer,bon,151,0.18359547410994012
rapide,bon,151,0.18779157278943562
mettre,essayer,151,0.24689095347833473
mettre,dessert,151,0.23365948318938182
régal,facile,151,0.2452873032459203
essayer,mettre,151,0.24689095347833473
dessert,mettre,151,0.23365948318938182
bon,sucrer,151,0.18359547410994012
gâteau,sucre,151,0.1854777485974705
facile,régal,151,0.2452873032459203
sucre,gâteau,151,0.1854777485974705
pâte,cuisson,151,0.20732672443100766
bon,rapide,151,0.18779157278943562
délicieux,trouver,151,0.20445632811495068
cuisson,pâte,151,0.20732672443100766
vrai,facile,150,0.2080534998928066
excellent,goût,150,0.15538664997312102
aimer,goût,150,0.2686268813581826
falloir,goût,150,0.21417312329673507
chocolat,goût,150,0.1415755095655022
goût,excellent,150,0.15538664997312102
facile,vrai,150,0.2080534998928066
goût,aimer,150,0.2686268813581826
goût,falloir,150,0.21417312329673507
goût,chocolat,150,0.1415755095655022
vrai,petit,149,0.28017976433152125
part,recette,149,0.2995399472152779
farine,recette,149,0.2356025446254344
recette,part,149,0.2995399472152779
beurre,goût,149,0.17149499096492926
petit,vrai,149,0.28017976433152125
goût,beurre,149,0.17149499096492926
recette,farine,149,0.2356025446254344
essayer,faire,148,0.18163491282419927
blanc,faire,148,0.14825949879083664
délice,petit,148,0.17517371328768072
faire,essayer,148,0.18163491282419927
parfaire,simple,148,0.23285004079096713
faire,blanc,148,0.14825949879083664
remplacer,sucre,148,0.2444912727681773
adorer,excellent,148,0.25086167020687455
excellent,adorer,148,0.25086167020687455
simple,parfaire,148,0.23285004079096713
petit,délice,148,0.17517371328768072
sucre,remplacer,148,0.2444912727681773
enfant,faire,147,0.2910987913885443
monde,petit,147,0.21544066407983267
petit,monde,147,0.21544066407983267
falloir,refaire,147,0.12583490648965426
min,mettre,147,0.20857735887335482
mettre,min,147,0.20857735887335482
refaire,falloir,147,0.12583490648965426
faire,enfant,147,0.2910987913885443
excellent,petit,146,0.1867030436305205
remplacer,bon,146,0.21725001597433424
régal,super,146,0.24063946630617794
beurre,super,146,0.18581210886632818
délice,super,146,0.1173368696740976
réaliser,refaire,146,0.2328212085787551
aimer,refaire,146,0.2332493598949155
remplacer,refaire,146,0.24787987709334508
facile,prochain,146,0.17343436032113713
prochain,facile,146,0.17343436032113713
refaire,réaliser,146,0.2328212085787551
lait,mettre,146,0.2298354023748507
rajouter,sucre,146,0.20801090446899126
petit,excellent,146,0.1867030436305205
super,régal,146,0.24063946630617794
refaire,aimer,146,0.2332493598949155
super,beurre,146,0.18581210886632818
super,délice,146,0.1173368696740976
mettre,lait,146,0.2298354023748507
sucre,rajouter,146,0.20801090446899126
bon,remplacer,146,0.21725001597433424
refaire,remplacer,146,0.24787987709334508
lait,faire,145,0.1708216171284097
cuillère,NA,145,0.27984854609624016
beurre,petit,145,0.23886677293238212
goût,monde,145,0.19388736844445548
cuire,refaire,145,0.17466973214455517
aimer,exceller,145,0.1814469000098742
falloir,facile,145,0.15969786187263374
sucre,réaliser,145,0.14144539699647116
réaliser,sucre,145,0.14144539699647116
moelleux,sucre,145,0.22081884282269407
monde,goût,145,0.19388736844445548
sucre,moelleux,145,0.22081884282269407
NA,cuillère,145,0.27984854609624016
exceller,aimer,145,0.1814469000098742
refaire,cuire,145,0.17466973214455517
facile,falloir,145,0.15969786187263374
petit,beurre,145,0.23886677293238212
faire,lait,145,0.1708216171284097
quantité,délicieux,144,0.20823746891629108
délicieux,quantité,144,0.20823746891629108
meilleur,faire,144,0.17813275619064467
vanille,NA,144,0.14386872690715147
régal,petit,144,0.26839318239312165
parfaire,monde,144,0.2698449321065168
trouver,refaire,144,0.2132323753006969
minute,recette,144,0.30027327354132954
gâteau,exceller,144,0.26472148131658363
ajouter,excellent,144,0.1917463040675357
excellent,ajouter,144,0.1917463040675357
petit,régal,144,0.26839318239312165
exceller,gâteau,144,0.26472148131658363
monde,parfaire,144,0.2698449321065168
cuire,cuisson,144,0.4205464001721067
cuisson,cuire,144,0.4205464001721067
NA,vanille,144,0.14386872690715147
refaire,trouver,144,0.2132323753006969
recette,minute,144,0.30027327354132954
faire,meilleur,144,0.17813275619064467
suivi,délicieux,143,0.24708538697831625
super,utiliser,143,0.16958533630553288
part,NA,143,0.24496407679290114
suivi,bon,143,0.17501679860946934
utiliser,super,143,0.16958533630553288
aimer,super,143,0.12241959277543671
suivi,refaire,143,0.24034819974187485
meilleur,mettre,143,0.2542611501655154
délicieux,suivi,143,0.24708538697831625
bon,suivi,143,0.17501679860946934
refaire,suivi,143,0.24034819974187485
NA,part,143,0.24496407679290114
gâteau,goût,143,0.23455471003476977
goût,gâteau,143,0.23455471003476977
super,aimer,143,0.12241959277543671
mettre,meilleur,143,0.2542611501655154
léger,délicieux,142,0.1836166089156793
ajouter,utiliser,142,0.2463516098049845
min,faire,142,0.23920447425167998
trouver,petit,142,0.22068775744973443
crème,refaire,142,0.14670324895813633
moelleux,refaire,142,0.31558387791085224
résultat,refaire,142,0.22285284295831287
grand,recette,142,0.3023768246012299
moule,recette,142,0.23167848236669816
sucrer,exceller,142,0.17037508233457083
cuire,exceller,142,0.20142783584007334
falloir,exceller,142,0.11847017170330283
beurre,facile,142,0.1795575335801821
cuillère,mettre,142,0.3094704392791177
enfant,mettre,142,0.2132418226476639
exceller,sucrer,142,0.17037508233457083
goût,sucrer,142,0.27173726998307707
faire,min,142,0.23920447425167998
refaire,crème,142,0.14670324895813633
sucrer,goût,142,0.27173726998307707
délicieux,léger,142,0.1836166089156793
utiliser,ajouter,142,0.2463516098049845
falloir,ajouter,142,0.2822961329426779
beurre,ajouter,142,0.19429049574897142
refaire,moelleux,142,0.31558387791085224
mettre,cuillère,142,0.3094704392791177
exceller,cuire,142,0.20142783584007334
recette,grand,142,0.3023768246012299
exceller,falloir,142,0.11847017170330283
ajouter,falloir,142,0.2822961329426779
mettre,enfant,142,0.2132418226476639
petit,trouver,142,0.22068775744973443
recette,moule,142,0.23167848236669816
facile,beurre,142,0.1795575335801821
ajouter,beurre,142,0.19429049574897142
refaire,résultat,142,0.22285284295831287
dessert,délicieux,141,0.25291367242158264
manger,faire,141,0.2784553206900708
moelleux,bon,141,0.14935078399253243
prochain,super,141,0.1878100268868931
cuire,super,141,0.11513785396115644
résultat,super,141,0.2621369949565166
super,prochain,141,0.1878100268868931
exceller,prochain,141,0.2530621821412772
délicieux,dessert,141,0.25291367242158264
prochain,exceller,141,0.2530621821412772
rapide,exceller,141,0.18342636295233225
aimer,facile,141,0.17099215397826706
temps,mettre,141,0.20108860052908162
trouver,goût,141,0.2981655570854621
délice,ajouter,141,0.2653018236750326
bon,moelleux,141,0.14935078399253243
facile,aimer,141,0.17099215397826706
super,cuire,141,0.11513785396115644
mettre,temps,141,0.20108860052908162
faire,manger,141,0.2784553206900708
exceller,rapide,141,0.18342636295233225
goût,trouver,141,0.2981655570854621
ajouter,délice,141,0.2653018236750326
super,résultat,141,0.2621369949565166
essayer,délicieux,140,0.1822978027003468
crème,délicieux,140,0.07519471442010742
rajouter,délicieux,140,0.19181477519674672
petit,utiliser,140,0.17722257532312263
four,NA,140,0.21973173631789475
utiliser,petit,140,0.17722257532312263
délicieux,essayer,140,0.1822978027003468
trouver,facile,140,0.17027319678077663
vanille,mettre,140,0.2439360878765153
délicieux,crème,140,0.07519471442010742
parfaire,excellent,140,0.2482076559556716
excellent,parfaire,140,0.2482076559556716
NA,four,140,0.21973173631789475
mettre,vanille,140,0.2439360878765153
facile,trouver,140,0.17027319678077663
délicieux,rajouter,140,0.19181477519674672
moelleux,délicieux,139,0.239935025762429
part,mettre,139,0.2853595247718578
mettre,part,139,0.2853595247718578
trouver,ajouter,139,0.23888303607291178
délicieux,moelleux,139,0.239935025762429
ajouter,trouver,139,0.23888303607291178
facile,utiliser,138,0.14620669419443186
farine,NA,138,0.20084351292587724
falloir,super,138,0.16953429845719292
utiliser,facile,138,0.14620669419443186
ajouter,sucrer,138,0.1584940962739978
cuisson,min,138,0.6078886033154755
sucrer,ajouter,138,0.1584940962739978
min,cuisson,138,0.6078886033154755
super,falloir,138,0.16953429845719292
NA,farine,138,0.20084351292587724
blanc,bon,137,0.1292362746677615
trouver,super,137,0.13361386046713108
amande,recette,137,0.24154930181085363
poudre,recette,137,0.2273535876959595
exceller,dessert,137,0.1891152838499172
dessert,exceller,137,0.1891152838499172
réaliser,exceller,137,0.21807262552115617
exceller,réaliser,137,0.21807262552115617
bon,blanc,137,0.1292362746677615
cuire,goût,137,0.18771684950532616
délice,goût,137,0.1559229167203755
résultat,goût,137,0.19433217161415084
goût,cuire,137,0.18771684950532616
super,trouver,137,0.13361386046713108
goût,délice,137,0.1559229167203755
goût,résultat,137,0.19433217161415084
recette,amande,137,0.24154930181085363
recette,poudre,137,0.2273535876959595
adorer,utiliser,136,0.2627967093139764
refaire,quantité,136,0.17314765270253796
part,faire,136,0.2601501988513456
cuillère,faire,136,0.22126144004550297
recette,régaler,136,0.2990803593943698
quantité,refaire,136,0.17314765270253796
régaler,recette,136,0.2990803593943698
ajouter,prochain,136,0.24135840346831836
remplacer,exceller,136,0.24911247576961862
sucrer,facile,136,0.12782208686144056
cuire,facile,136,0.15494697730118934
sucre,suivi,136,0.22532720499266273
faire,part,136,0.2601501988513456
facile,sucrer,136,0.12782208686144056
suivi,sucre,136,0.22532720499266273
prochain,ajouter,136,0.24135840346831836
adorer,gâteau,136,0.2299987921653865
utiliser,adorer,136,0.2627967093139764
gâteau,adorer,136,0.2299987921653865
faire,cuillère,136,0.22126144004550297
délice,parfaire,136,0.28811332986219196
facile,cuire,136,0.15494697730118934
parfaire,délice,136,0.28811332986219196
exceller,remplacer,136,0.24911247576961862
blanc,délicieux,135,0.2295053765832897
minute,NA,135,0.2066609967198375
réaliser,petit,135,0.20922870458895476
rajouter,bon,135,0.1288252679385586
gâteau,super,135,0.17103892314791314
ajouter,monde,135,0.16635722832778269
petit,réaliser,135,0.20922870458895476
manger,mettre,135,0.18136220860253263
délicieux,blanc,135,0.2295053765832897
sucre,crème,135,0.12441983356755963
crème,sucre,135,0.12441983356755963
vanille,sucre,135,0.28098477932711385
monde,ajouter,135,0.16635722832778269
super,gâteau,135,0.17103892314791314
beurre,adorer,135,0.1870918158360451
délice,adorer,135,0.23140522268611155
mettre,manger,135,0.18136220860253263
sucre,vanille,135,0.28098477932711385
NA,minute,135,0.2066609967198375
adorer,beurre,135,0.1870918158360451
adorer,délice,135,0.23140522268611155
bon,rajouter,135,0.1288252679385586
régaler,NA,134,0.2121703051486137
falloir,petit,134,0.121820274970486
léger,bon,134,0.1393266053034328
gâteau,bon,134,-0.003653593388462532
réaliser,super,134,0.2862290090905944
sucrer,super,134,0.16150254177369208
NA,régaler,134,0.2121703051486137
goût,prochain,134,0.2668684094040504
crème,exceller,134,0.15945247730822218
résultat,facile,134,0.1614568961192922
super,réaliser,134,0.2862290090905944
super,sucrer,134,0.16150254177369208
exceller,crème,134,0.15945247730822218
prochain,goût,134,0.2668684094040504
bon,léger,134,0.1393266053034328
vrai,ajouter,134,0.21180627177950187
ajouter,vrai,134,0.21180627177950187
adorer,régal,134,0.22996205348879725
bon,gâteau,134,-0.003653593388462532
régal,adorer,134,0.22996205348879725
petit,falloir,134,0.121820274970486
facile,résultat,134,0.1614568961192922
vanille,faire,133,0.19714457456364207
gâteau,petit,133,0.2004051272105548
cuire,petit,133,0.15233022091668857
sucrer,refaire,133,0.18881109137491905
suivi,exceller,133,0.2559833512621742
résultat,exceller,133,0.1200612200999729
gâteau,facile,133,0.19935742250728633
farine,mettre,133,0.3328645790201809
exceller,suivi,133,0.2559833512621742
refaire,sucrer,133,0.18881109137491905
sucre,blanc,133,0.20346601516303525
blanc,sucre,133,0.20346601516303525
gâteau,ajouter,133,0.2545587338980474
adorer,vrai,133,0.2243244026784525
petit,gâteau,133,0.2004051272105548
facile,gâteau,133,0.19935742250728633
ajouter,gâteau,133,0.2545587338980474
vrai,adorer,133,0.2243244026784525
pâte,adorer,133,0.14709088824343464
petit,cuire,133,0.15233022091668857
faire,vanille,133,0.19714457456364207
adorer,pâte,133,0.14709088824343464
exceller,résultat,133,0.1200612200999729
mettre,farine,133,0.3328645790201809
goût,quantité,132,0.2088859528241715
four,faire,132,0.20696486880483567
grand,NA,132,0.22606308703670983
sucrer,petit,132,0.13338614582575087
crème,facile,132,0.13552898500187707
four,mettre,132,0.28489952933061136
petit,sucrer,132,0.13338614582575087
sucre,min,132,0.2465479473364054
facile,crème,132,0.13552898500187707
min,sucre,132,0.2465479473364054
quantité,goût,132,0.2088859528241715
régal,goût,132,0.12699908162242105
moelleux,goût,132,0.2639406663857752
goût,régal,132,0.12699908162242105
goût,moelleux,132,0.2639406663857752
chocolat,parfaire,132,0.13370154035570955
faire,four,132,0.20696486880483567
mettre,four,132,0.28489952933061136
NA,grand,132,0.22606308703670983
parfaire,chocolat,132,0.13370154035570955
recette,fruit,131,0.10169556973695165
super,quantité,131,0.13559042059052628
temps,faire,131,0.173208131452076
moule,NA,131,0.23001276560758888
dessert,bon,131,0.07396619765044984
quantité,super,131,0.13559042059052628
fruit,recette,131,0.10169556973695165
frais,recette,131,0.09768533692617638
bon,dessert,131,0.07396619765044984
moelleux,exceller,131,0.21412463917663657
lait,sucre,131,0.18263351817546697
remplacer,goût,131,0.20411102103918669
recette,frais,131,0.09768533692617638
exceller,moelleux,131,0.21412463917663657
pâte,parfaire,131,0.191872347120058
faire,temps,131,0.173208131452076
parfaire,pâte,131,0.191872347120058
NA,moule,131,0.23001276560758888
sucre,lait,131,0.18263351817546697
goût,remplacer,131,0.20411102103918669
exceller,quantité,130,0.12319698191690055
facile,quantité,130,0.12046241375834106
résultat,petit,130,0.15557532764156892
essayer,bon,130,0.22927898936031788
min,bon,130,0.1907466813173525
lait,bon,130,0.1574736533312995
bon,essayer,130,0.22927898936031788
quantité,exceller,130,0.12319698191690055
quantité,facile,130,0.12046241375834106
rapide,simple,130,0.5309119277404029
bon,min,130,0.1907466813173525
simple,rapide,130,0.5309119277404029
petit,résultat,130,0.15557532764156892
bon,lait,130,0.1574736533312995
min,délicieux,129,0.2676468426156674
dessert,petit,129,0.17379968150291628
moelleux,petit,129,0.258651217792321
aimer,petit,129,0.11336319149500632
rapide,petit,129,0.22795817950125064
suivi,super,129,0.19697469968539497
petit,dessert,129,0.17379968150291628
sucre,dessert,129,0.1328728216226904
rajouter,facile,129,0.18434952482957004
parfaire,réaliser,129,0.24041226398813506
super,suivi,129,0.19697469968539497
délicieux,min,129,0.2676468426156674
dessert,sucre,129,0.1328728216226904
cuillère,sucre,129,0.27174530628361054
régal,vrai,129,0.43441075834404297
vrai,régal,129,0.43441075834404297
parfaire,régal,129,0.2726735519159292
petit,moelleux,129,0.258651217792321
aimer,adorer,129,0.24821848010848327
sucre,cuillère,129,0.27174530628361054
réaliser,parfaire,129,0.24041226398813506
régal,parfaire,129,0.2726735519159292
petit,aimer,129,0.11336319149500632
adorer,aimer,129,0.24821848010848327
petit,rapide,129,0.22795817950125064
facile,rajouter,129,0.18434952482957004
sucre,essayer,128,0.14816858257453427
ajouter,réaliser,128,0.19868115107055864
moule,mettre,128,0.3227312936451138
minute,mettre,128,0.25459054455560975
goût,suivi,128,0.21957374009770633
essayer,sucre,128,0.14816858257453427
suivi,goût,128,0.21957374009770633
réaliser,ajouter,128,0.19868115107055864
régal,ajouter,128,0.21981215429318496
ajouter,régal,128,0.21981215429318496
chocolat,cuisson,128,0.18584572506564184
mettre,moule,128,0.3227312936451138
cuisson,chocolat,128,0.18584572506564184
mettre,minute,128,0.25459054455560975
parfaire,utiliser,127,0.2673091637584194
ajouter,quantité,127,0.18169897205479488
grand,faire,127,0.2708951456500857
poudre,NA,127,0.24422851779377683
prochain,petit,127,0.18645536176888242
remplacer,petit,127,0.25642191715766094
crème,super,127,0.10082187272853595
remplacer,super,127,0.1991219012615158
léger,refaire,127,0.3024991108287393
petit,prochain,127,0.18645536176888242
