item1,item2,n,correlation
remplacer,pêche,10,0.04305653558948299
idéal,ingrédient,10,0.05598879803186088
ressembler,ingrédient,10,0.10964065147899453
long,ingrédient,10,0.053485523214207784
chaud,ingrédient,10,0.07863396835840367
confiture,ingrédient,10,0.08111162653799044
devenir,ingrédient,10,0.01625579945371894
boule,ingrédient,10,0.06083116199621792
dose,ingrédient,10,0.0026027437751480133
épais,ingrédient,10,0.055408486884288094
biscuit,ingrédient,10,-0.002658043856383654
original,ingrédient,10,0.0625321359946138
tiède,ingrédient,10,0.054422915338175726
parfumer,ingrédient,10,0.07761520283068944
extra,ingrédient,10,0.048739475447254384
oranger,ingrédient,10,0.07789376587323613
accompagner,ingrédient,10,0.1055515074246387
déguster,ingrédient,10,0.05941158670475279
manque,ingrédient,10,0.046277694329188955
diminuer,ingrédient,10,0.061623089424987544
yaourt,ingrédient,10,0.10077633376986371
changer,ami,10,0.07782206304828736
mieux,ami,10,0.032539940497927966
idéal,ami,10,0.09807850997393677
ressembler,ami,10,0.07972531996187339
long,ami,10,0.0973102328787566
gros,ami,10,0.04486898800043395
lieu,ami,10,0.011363400548812658
noix,ami,10,-0.021132591495661907
sachet,ami,10,-0.0040577750640302815
couche,ami,10,0.14317720539458945
original,ami,10,0.11349047126577932
parfumer,ami,10,0.09795261722533062
citron,ami,10,0.0848539738826838
demi,ami,10,0.10277697474353201
pâtissier,ami,10,0.042013522425392295
maison,ami,10,0.08745457352972728
fleur,ami,10,0.11150899335647949
accompagner,ami,10,0.10122525378018819
rester,ami,10,0.08707945231291711
idéal,préparer,10,0.04153987012432719
heure,préparer,10,0.054674112715894285
frigo,préparer,10,0.07781063338386653
ressembler,préparer,10,0.02012311093015554
confiture,préparer,10,0.10463090503400559
sec,préparer,10,-0.04966656466318777
repas,préparer,10,0.059207445682597545
classique,préparer,10,0.05257358202957366
fondant,préparer,10,0.00433852469530266
oublier,préparer,10,0.06310759466628191
citron,préparer,10,0.01718114684166559
demi,préparer,10,0.04118575095470109
accompagner,préparer,10,0.03536413648047001
orange,préparer,10,0.09982402614936306
succès,démouler,10,0.038502198280363324
moitié,démouler,10,0.06070653828259169
chocolat,démouler,10,-0.0011057371256892638
levure,démouler,10,0.036636014174264084
rajouter,démouler,10,0.011841272359473607
réussi,démouler,10,0.07980073216183325
fondant,démouler,10,0.12804266974063305
laisser,démouler,10,0.17171196470635
simplement,voir,10,0.030258178348191542
heure,voir,10,0.062324993653637986
frigo,voir,10,0.1201264645421515
retrouver,voir,10,0.07229301715268474
long,voir,10,0.12742740277485848
partie,voir,10,0.04210888743572296
an,voir,10,0.050347737126503464
gourmand,voir,10,0.04454212403948707
noix,voir,10,-0.010364693108017948
classique,voir,10,0.05719532962006704
tarte,voir,10,-0.004404088924863239
jaune,voir,10,0.17192980619487075
problème,voir,10,0.06963452170922478
prendre,suffire,10,0.0725742782066082
devoir,suffire,10,0.09447140373655956
flan,suffire,10,0.10691887276259386
devenir,suffire,10,0.07915469437540955
mari,suffire,10,0.05402068634893083
sirop,suffire,10,0.021719029458253273
banane,suffire,10,0.010713688095720084
sabler,suffire,10,0.13213999152167674
dur,suffire,10,0.07521501428867555
café,suffire,10,0.0375949810348388
morceau,suffire,10,0.015858400219436165
diminuer,suffire,10,0.10622893144266284
fromage,cannelle,10,0.05910989998047299
succulent,cannelle,10,0.023349732275229042
zeste,cannelle,10,0.04874072378876757
succès,sabler,10,0.05270660902535353
inviter,sabler,10,0.02073788995098555
fond,sabler,10,0.06792487762202898
conseil,sabler,10,0.10127636824040738
frais,sabler,10,0.060489302490438525
léger,sabler,10,0.03920801066884156
cuillère,sabler,10,-0.009723765202726437
sec,sabler,10,-0.007674911287128463
proportion,sabler,10,0.022033246338033455
lait,sabler,10,-0.011218995154940938
biscuit,sabler,10,0.1165846027738912
zeste,sabler,10,0.09116717661366294
suffire,sabler,10,0.13213999152167674
glace,dur,10,0.03821337665647498
long,dur,10,0.14306640480129573
mélanger,dur,10,0.12093830639033105
tenir,dur,10,0.06287114137168369
fin,dur,10,0.03618105709338652
laisser,dur,10,0.05264410336809467
hésiter,dur,10,0.07129462034781336
suffire,dur,10,0.07521501428867555
couper,dur,10,0.10937318055590918
lourd,dur,10,0.10250938630273937
tarte,dur,10,0.02181060825167958
frigo,top,10,0.03143639388016644
cas,top,10,0.0012773582237711946
fromage,top,10,0.008455437155027971
fade,top,10,0.1294672485195966
original,top,10,-0.032767044111077226
oublier,top,10,0.025819839079619992
accompagner,top,10,0.013079741616407537
servi,croustillant,10,0.060907807862701856
vite,croustillant,10,0.03894953164382154
coup,croustillant,10,0.035715043392215096
moule,croustillant,10,0.02628791969252118
amande,croustillant,10,0.04852734834713094
biscuit,croustillant,10,0.05016664258873553
mélange,croustillant,10,0.11782675628743255
café,croustillant,10,0.03381616317420507
rhum,croustillant,10,0.018511009394861867
simplement,attention,10,-0.004261481685074491
vouloir,attention,10,0.026016854639455734
entier,attention,10,0.03532886813186287
garde,attention,10,0.024868033810926983
dose,attention,10,-0.0065203712834765405
pouvoir,attention,10,0.03442353789154396
redemander,attention,10,0.059194165267811565
parfumer,attention,10,0.02375079816437162
doubler,attention,10,0.03800277303895044
lourd,attention,10,0.03923082572220303
mascarpone,attention,10,0.05180542378976904
fraise,couper,10,0.11685700660872872
succès,couper,10,-0.004668970793590487
frigo,couper,10,0.125084780388711
gros,couper,10,0.1225710717592475
consistance,couper,10,0.054412032384053094
garde,couper,10,0.05206252599862254
effectivement,couper,10,0.044351794085686194
également,couper,10,0.025998819293368853
levure,couper,10,0.014973945659331111
pouvoir,couper,10,0.12464069735305483
biscuit,couper,10,0.03453103099618578
vanillé,couper,10,0.018635716904994472
mélange,couper,10,0.07678105458140165
original,couper,10,0.019693172960051176
parfumer,couper,10,0.08041612300206566
dur,couper,10,0.10937318055590918
attendre,couper,10,0.10916989252496263
idée,couper,10,0.10160869730184702
ressembler,maison,10,0.044705771805842155
vouloir,maison,10,0.09277938693499602
mélanger,maison,10,0.05228709330294163
effectivement,maison,10,0.04365308533197366
an,maison,10,0.16547078972745916
texture,maison,10,-0.02529117637373499
noisette,maison,10,0.09682154721991681
original,maison,10,0.06623142210063081
parfumer,maison,10,0.1064446749121876
ami,maison,10,0.08745457352972728
café,maison,10,0.012996737353558123
manque,maison,10,0.08217129949425138
tuerie,maison,10,0.0959986774805228
lourd,maison,10,0.09166657360817744
froid,maison,10,0.09798129907603226
donne,maison,10,0.02912845083476712
redire,maison,10,0.10369935587703942
commentaire,fleur,10,0.08094204721670761
lettre,fleur,10,0.048129766983473064
min,fleur,10,-0.02374486284741878
mets,fleur,10,0.044349091240596675
place,fleur,10,0.04938153370092124
donner,fleur,10,0.06134164378959711
lieu,fleur,10,0.1235520293480837
ajoute,fleur,10,0.13148360543738144
grand,fleur,10,0.11302552820108668
texture,fleur,10,0.07853057416156009
ami,fleur,10,0.11150899335647949
maïzena,fleur,10,0.13691021137020723
également,oranger,10,0.061676194171078176
ingrédient,oranger,10,0.07789376587323613
maïzena,oranger,10,0.14249763604738913
mousse,accompagner,10,0.15121065318631058
min,accompagner,10,0.056153602056444485
conseil,accompagner,10,0.08449260222676123
four,accompagner,10,0.022744751508781125
fin,accompagner,10,0.03916429783675224
noix,accompagner,10,0.0733716111255053
noisette,accompagner,10,0.0848891039999509
ingrédient,accompagner,10,0.1055515074246387
ami,accompagner,10,0.10122525378018819
préparer,accompagner,10,0.03536413648047001
top,accompagner,10,0.013079741616407537
café,accompagner,10,0.05890784117234397
succès,respecter,10,0.022821672125721115
simplement,respecter,10,0.0800969586340833
changer,respecter,10,0.02535198591290624
retrouver,respecter,10,0.17589838911617697
glace,respecter,10,0.0046253014323178665
place,respecter,10,0.028502238060358752
donner,respecter,10,0.06903243323987521
ajoute,respecter,10,0.060631967169593806
boule,respecter,10,0.19934125984514858
réduire,respecter,10,0.08138313714687724
citron,respecter,10,0.001897052279421709
fille,respecter,10,0.0909391646872613
café,respecter,10,0.012180661230184015
tarte,respecter,10,0.0678555388710136
prendre,déguster,10,0.04028419870450358
idéal,déguster,10,0.08882708673725664
fond,déguster,10,0.08172448530935505
devenir,déguster,10,0.07409444781994502
minute,déguster,10,0.01853211490542088
coco,déguster,10,0.06080436853978438
levure,déguster,10,0.07126265725701604
dose,déguster,10,0.11543398893916605
conseiller,déguster,10,0.022230308523631125
réussi,déguster,10,0.023190932734475537
mal,déguster,10,0.04554707214945024
jus,déguster,10,0.0833978083893962
goûter,déguster,10,0.05514049332688093
poudre,déguster,10,0.0221430418387401
ingrédient,déguster,10,0.05941158670475279
famille,déguster,10,0.03704601574330803
fruit,compote,10,0.048612384989806044
aimer,compote,10,-0.010189740237519106
idéal,café,10,0.053323552955578
gros,café,10,0.05832664186537769
conseil,café,10,-0.02012962365019058
tenir,café,10,-0.019858462258626947
sympa,café,10,0.07749898211940415
obtenir,café,10,0.019101695251126653
effectivement,café,10,0.026622036282652223
poire,café,10,0.029724175625297215
base,café,10,0.08311116855154586
mal,café,10,0.016282685559967897
jus,café,10,0.02233522647256866
fondant,café,10,-0.0018064414702139544
original,café,10,0.031343982422757544
parfumer,café,10,0.08488028520803645
épice,café,10,0.26645685989931944
suffire,café,10,0.0375949810348388
croustillant,café,10,0.03381616317420507
maison,café,10,0.012996737353558123
accompagner,café,10,0.05890784117234397
respecter,café,10,0.012180661230184015
attendre,café,10,0.07103943931326825
beau,café,10,0.02637203277768433
maïzena,café,10,0.05930110193816126
idée,café,10,0.08948902920372935
rester,café,10,0.09558839645937399
changer,manque,10,0.03745874487968848
préparation,manque,10,0.015381526511828794
gros,manque,10,0.010940669360658045
vouloir,manque,10,0.0859693260051783
mélanger,manque,10,0.01606616349423267
lieu,manque,10,0.0793618525601955
moitié,manque,10,0.004192539932847589
sirop,manque,10,0.006258057485150079
pépite,manque,10,0.03155805000568656
caramel,manque,10,0.030042510311684673
noir,manque,10,0.009293169660639311
ingrédient,manque,10,0.046277694329188955
maison,manque,10,0.08217129949425138
fruit,tuerie,10,-0.018347969875835545
simplement,tuerie,10,0.049262930001002264
glace,tuerie,10,0.09656264678486692
pourtant,tuerie,10,0.03370820591938859
frais,tuerie,10,-0.01202414879320521
lieu,tuerie,10,0.056085782337725716
également,tuerie,10,0.04810647513247121
noix,tuerie,10,0.06313349659859456
dose,tuerie,10,0.07797256378202301
conseiller,tuerie,10,-0.0042993719654061315
citron,tuerie,10,0.05769830858427007
recommander,tuerie,10,0.016417892658522348
maison,tuerie,10,0.0959986774805228
beau,tuerie,10,0.08710256096089816
cake,tuerie,10,0.04271119089690709
redire,tuerie,10,0.13008831370198723
fraise,morceau,10,0.06565252560422348
mieux,morceau,10,0.05990085905578935
ressembler,morceau,10,0.013392210855221479
sympa,morceau,10,0.01688098208886144
épais,morceau,10,0.024770279168438745
gonfler,morceau,10,0.06575424935823641
classique,morceau,10,0.05359496180106147
agréable,morceau,10,0.06214206756363602
redemander,morceau,10,0.03145817286832781
génial,morceau,10,0.06540484593102572
oublier,morceau,10,0.04417153236126616
suffire,morceau,10,0.015858400219436165
framboise,rhum,10,-0.011787355628352357
obtenir,rhum,10,0.02512349926352521
devenir,rhum,10,0.01871226776962977
épais,rhum,10,-0.0011010060289302248
doubler,rhum,10,0.06341933061417357
demi,rhum,10,0.06753107809087629
pâtissier,rhum,10,-0.0012231929830980055
muffin,rhum,10,0.03747750461503882
croustillant,rhum,10,0.018511009394861867
idée,rhum,10,0.022154735634464226
orange,rhum,10,0.0019192070001028533
redire,rhum,10,0.11222876555101685
succès,râper,10,0.004558072115272287
excellent,râper,10,-0.04288874501354722
oeuf,râper,10,0.05059645408133831
enfant,râper,10,0.04805151668008074
minute,râper,10,0.0014897077213678037
levure,râper,10,0.053897759913454774
mal,râper,10,0.06441966539703359
préparation,huile,10,0.06491255934653405
effectivement,huile,10,0.26243957087467906
dose,huile,10,0.07249806329475979
mal,huile,10,0.0161303614599126
sachet,huile,10,0.052827065777464016
parfumer,huile,10,0.1537702038334223
demi,huile,10,0.1284089000321637
gras,huile,10,0.26384051212594917
goûter,huile,10,0.08520024055942796
raisin,huile,10,0.05561977778553622
cake,huile,10,0.0219474679574036
partie,famille,10,0.03267295633787986
repas,famille,10,0.012770181855729059
gonfler,famille,10,0.06950296439203929
agréable,famille,10,0.023252047975701406
éviter,famille,10,0.020023007948989903
parfumer,famille,10,0.0544969064449994
déguster,famille,10,0.03704601574330803
fruit,attendre,10,0.0012420123104384217
retrouver,attendre,10,0.15452195773195565
préparation,attendre,10,0.029465564801744237
apprécier,attendre,10,0.016073454227270474
consistance,attendre,10,0.09376632964047661
tenir,attendre,10,0.07199291140477247
devoir,attendre,10,0.06789773201152698
effectivement,attendre,10,0.09130551585612412
an,attendre,10,0.07780159905789062
également,attendre,10,0.051569957001632395
mal,attendre,10,0.08711909938965087
mélange,attendre,10,0.05608775943621413
noir,attendre,10,0.06581917824881305
couper,attendre,10,0.10916989252496263
café,attendre,10,0.07103943931326825
eau,beau,10,0.05393022681036913
obtenir,beau,10,0.22297225487304626
devenir,beau,10,0.06514816467146303
mari,beau,10,0.05955207287647006
fin,beau,10,0.012844814856933926
poire,beau,10,0.057030956479583075
miam,beau,10,0.0686826200606097
biscuit,beau,10,0.06689154466844502
jus,beau,10,0.021310496455734036
couche,beau,10,0.055860460853533064
café,beau,10,0.02637203277768433
tuerie,beau,10,0.08710256096089816
donne,beau,10,0.06473214883841036
monter,beau,10,0.03949512022175027
rester,beau,10,0.051431727144822435
yaourt,beau,10,0.029933155383092682
mieux,garder,10,0.08553798171873929
conseil,garder,10,0.0637921368892279
tenir,garder,10,0.06279208678575315
noix,garder,10,-0.0075104663784851715
lait,garder,10,-0.03485357521998748
gras,garder,10,0.15766226841609068
goûter,garder,10,0.06972402094115152
prendre,lourd,10,0.012171563742485401
fromage,lourd,10,0.12678813416723456
donner,lourd,10,0.07537863775499656
devoir,lourd,10,0.050137151177803624
fin,lourd,10,0.029124048967419294
également,lourd,10,0.0895929683504591
pépite,lourd,10,0.12116215143435921
dose,lourd,10,0.07439030846491144
biscuit,lourd,10,0.03820585211054502
succulent,lourd,10,0.07257104173602047
vanillé,lourd,10,0.013903799166077773
couche,lourd,10,0.07903720751016517
muffin,lourd,10,0.18318637411882974
dur,lourd,10,0.10250938630273937
attention,lourd,10,0.03923082572220303
maison,lourd,10,0.09166657360817744
maïzena,lourd,10,0.13915181887610822
retrouver,tarte,10,0.03042924490973935
garde,tarte,10,0.11679595624358255
venir,tarte,10,0.04930602621524534
génial,tarte,10,0.013209488733498247
zeste,tarte,10,0.06712862060397096
voir,tarte,10,-0.004404088924863239
dur,tarte,10,0.02181060825167958
respecter,tarte,10,0.0678555388710136
redire,tarte,10,0.11969034014971965
mauvais,tarte,10,0.04287741199955756
simplement,maïzena,10,0.056184826175951344
mieux,maïzena,10,0.07759746343379954
inviter,maïzena,10,-0.009565188419560538
préparation,maïzena,10,0.060983736913021766
commentaire,maïzena,10,0.07235754090786953
fond,maïzena,10,0.01992230967512121
fin,maïzena,10,0.11915374421870475
proportion,maïzena,10,0.07825563843262491
gonfler,maïzena,10,0.17440841929170586
vanillé,maïzena,10,0.11643004795712397
jus,maïzena,10,0.06209104612923852
fleur,maïzena,10,0.13691021137020723
oranger,maïzena,10,0.14249763604738913
café,maïzena,10,0.05930110193816126
lourd,maïzena,10,0.13915181887610822
essayer,feuilleter,10,0.017831619021780556
dessert,feuilleter,10,0.002248695468897665
frais,feuilleter,10,0.010936575187097267
cuillère,feuilleter,10,0.05773880458766517
trouver,feuilleter,10,0.0214753413493386
réussi,feuilleter,10,0.1350794793211177
servi,idée,10,0.05244266695187676
gros,idée,10,0.040275019198265316
dommage,idée,10,0.02786778219850553
sec,idée,10,-0.03548593455391577
devenir,idée,10,0.02852685806872445
plat,idée,10,0.024663957764633974
base,idée,10,0.07738414361137258
réussi,idée,10,0.07441684497079289
vanillé,idée,10,0.030214231500877098
noir,idée,10,0.03810330636937478
recommander,idée,10,0.02883723600534136
couper,idée,10,0.10160869730184702
café,idée,10,0.08948902920372935
rhum,idée,10,0.022154735634464226
yaourt,idée,10,0.12158446919312342
régaler,jaune,10,0.03195225479041674
fond,jaune,10,0.028149982923228387
frais,jaune,10,0.028121876258741588
tester,jaune,10,0.04973166761464113
four,jaune,10,0.042706820162730065
temps,jaune,10,0.03700897184411987
manger,jaune,10,0.07167364836649139
noix,jaune,10,0.01208264319679436
amande,jaune,10,-0.012408360454480401
dose,jaune,10,0.11336836246471915
mélange,jaune,10,0.05719569992112257
soupe,jaune,10,0.04994302994679992
voir,jaune,10,0.17192980619487075
préparation,mascarpone,10,0.09757153469943823
commentaire,mascarpone,10,0.09363066582792097
cuisson,mascarpone,10,-0.013381346927901916
résultat,mascarpone,10,-0.03442787400917465
attention,mascarpone,10,0.05180542378976904
régaler,orange,10,0.032973556585363675
prochain,orange,10,-0.021745542584090914
préparation,orange,10,0.05300570095923489
moule,orange,10,0.014539377346135599
minute,orange,10,-0.0220290047478075
amande,orange,10,-0.003140167018992529
lait,orange,10,0.01283280690253889
préparer,orange,10,0.09982402614936306
rhum,orange,10,0.0019192070001028533
mieux,diminuer,10,0.05813099790701627
dommage,diminuer,10,0.015348295209522253
cas,diminuer,10,0.15950227877216755
vouloir,diminuer,10,0.1023857717243383
place,diminuer,10,0.012535782716855785
oeuf,diminuer,10,0.004355053263000419
grand,diminuer,10,-0.031934519251329264
préférer,diminuer,10,0.04933411309358048
biscuit,diminuer,10,0.11564270090614052
noisette,diminuer,10,0.07567387360992449
mélange,diminuer,10,0.02201684610542356
liquide,diminuer,10,-0.0012011641558850102
ingrédient,diminuer,10,0.061623089424987544
suffire,diminuer,10,0.10622893144266284
régaler,cake,10,0.02912933841069992
glace,cake,10,9.978936432360232e-4
inviter,cake,10,-0.0021668433905194756
conseil,cake,10,0.06408406921938936
dose,cake,10,0.08235759185775848
mal,cake,10,0.03496757571373472
parfumer,cake,10,0.18111250885217364
neige,cake,10,0.06264217930924564
fille,cake,10,0.09545091380663001
muffin,cake,10,0.05071096181847778
tuerie,cake,10,0.04271119089690709
huile,cake,10,0.0219474679574036
commentaire,froid,10,0.04025732843924791
part,froid,10,0.037290984981068254
tenir,froid,10,0.07777737715647091
pomme,froid,10,0.051187223066063124
mari,froid,10,0.05717014184182241
poire,froid,10,0.12592620883428743
maison,froid,10,0.09798129907603226
succès,donne,10,-0.016210204213049813
heure,donne,10,0.12105921949047671
ressembler,donne,10,0.0772564800326899
dommage,donne,10,0.006716169680467929
partie,donne,10,0.11486365738173371
mélanger,donne,10,0.064742374425823
devenir,donne,10,0.026628760644535367
miam,donne,10,0.06973429333816647
classique,donne,10,0.07186165616220809
hésiter,donne,10,0.030593167227838454
maison,donne,10,0.02912845083476712
beau,donne,10,0.06473214883841036
mauvais,donne,10,0.09273844957835174
succès,monter,10,-0.0194204936668715
prendre,monter,10,0.01155594658456556
mousse,monter,10,0.13458644408523252
ressembler,monter,10,0.11032719213376334
mélange,monter,10,-0.005080611607062438
laisser,monter,10,0.08572230131000412
noir,monter,10,0.05085729317947318
goûter,monter,10,0.03720169783317215
beau,monter,10,0.03949512022175027
mieux,rester,10,0.07973256566687935
servi,rester,10,0.04153437050728645
lettre,rester,10,0.014734183276750334
dommage,rester,10,0.04798698602904253
cas,rester,10,0.09694314221467597
place,rester,10,0.03361745172434532
conseil,rester,10,0.046139175571850974
indiquer,rester,10,0.06924278675675208
lieu,rester,10,0.041875141131027784
coup,rester,10,0.06599343679590239
base,rester,10,0.08797199628017048
épais,rester,10,0.09511519951846871
classique,rester,10,0.07919610074260873
banane,rester,10,0.05183060797126621
ami,rester,10,0.08707945231291711
café,rester,10,0.09558839645937399
beau,rester,10,0.051431727144822435
exceller,crêpe,10,-0.04144917296047567
goût,crêpe,10,0.09073707894313787
excellent,crêpe,10,0.1239594970835519
aimer,crêpe,10,0.03930823135338077
trouver,crêpe,10,0.07435911188619367
lait,crêpe,10,0.1581447073345449
inviter,yaourt,10,0.012401878286554707
lettre,yaourt,10,0.01902003921797843
décevoir,yaourt,10,0.03523878819055162
pourtant,yaourt,10,-2.859984915834046e-4
sympa,yaourt,10,0.06576003748268532
lieu,yaourt,10,0.05624523165601985
levure,yaourt,10,0.011840856751693987
gras,yaourt,10,0.06019530327355872
goûter,yaourt,10,0.04097772288610087
ingrédient,yaourt,10,0.10077633376986371
beau,yaourt,10,0.029933155383092682
idée,yaourt,10,0.12158446919312342
utiliser,rhubarbe,10,0.056988299803975954
sucrer,rhubarbe,10,0.10147914044007027
crème,rhubarbe,10,0.15693589444518075
vanille,rhubarbe,10,0.013034748291343577
rajouter,rhubarbe,10,0.014044641399832301
succès,problème,10,0.02474768240149341
prendre,problème,10,0.04723363596112764
servi,problème,10,0.06935257472618847
place,problème,10,0.03716088256056832
mélanger,problème,10,0.1664116932161933
fondre,problème,10,0.04368554752691226
indiquer,problème,10,0.10256218948319162
mari,problème,10,0.15512858197967663
gourmand,problème,10,0.09305008510207935
noisette,problème,10,0.14103899497828093
mélange,problème,10,0.11740623972404336
gras,problème,10,0.07167704878861667
voir,problème,10,0.06963452170922478
préparation,ananas,10,0.09422526950342099
léger,ananas,10,0.14846288571759592
parfaire,ananas,10,-0.03573762704291276
cuisson,ananas,10,-0.02568154546789582
moule,ananas,10,0.08327002026612003
mal,ananas,10,0.08329262027641511
meilleur,ananas,10,0.006725266455835388
changer,redire,10,0.10690658591125607
pourtant,redire,10,0.09284033065796711
oeuf,redire,10,0.006066487321483998
cuillère,redire,10,0.031064543274904453
devoir,redire,10,0.05609264845938202
an,redire,10,0.07783752799087845
mal,redire,10,0.06112697225505279
maison,redire,10,0.10369935587703942
tuerie,redire,10,0.13008831370198723
rhum,redire,10,0.11222876555101685
tarte,redire,10,0.11969034014971965
fruit,spéculoos,10,0.0646774548710968
monde,spéculoos,10,-0.005015236989708715
essayer,spéculoos,10,0.08162631799931529
vrai,spéculoos,10,0.00477397360479122
cuillère,spéculoos,10,0.018698617244593197
aimer,spéculoos,10,-0.007616430701152727
trouver,spéculoos,10,0.008354393939041183
remplacer,spéculoos,10,0.02572542249272391
meilleur,spéculoos,10,0.023762212643670965
exceller,riz,10,0.0588153868594419
réaliser,riz,10,0.09839484214918724
trouver,riz,10,0.05820605276359741
résultat,riz,10,0.09821093093496608
lait,riz,10,0.3741336284413106
remplacer,riz,10,0.10765504245171739
quantité,brioche,10,0.05743216332677611
petit,brioche,10,0.07773391063511782
monde,brioche,10,0.03170761523592244
excellent,brioche,10,0.06799860617756455
parfaire,brioche,10,0.0438755155571077
pâte,brioche,10,0.040195768252490174
quantité,mauvais,10,-0.0390576329201334
décevoir,mauvais,10,0.06493061417801994
mélanger,mauvais,10,0.065150763551041
coup,mauvais,10,0.07494721822238468
pomme,mauvais,10,0.017966598727055097
plat,mauvais,10,0.0998987207800368
noix,mauvais,10,0.12276204451127831
conseiller,mauvais,10,0.019289957202187066
sachet,mauvais,10,0.058975674420827885
tarte,mauvais,10,0.04287741199955756
donne,mauvais,10,0.09273844957835174
remplacer,cookie,10,0.2116966988581677
refaire,prune,10,0.0743037530420112
pâte,prune,10,0.1337284678363576
brioche,délicieux,9,-0.04945994406966891
feuille,fruit,9,0.017396609755905307
an,fruit,9,-0.023763927030989247
incorporer,fruit,9,0.0675644281661605
zeste,fruit,9,0.07994539821772938
gras,fruit,9,-0.04290408325191026
miel,fruit,9,0.05358968108226375
respecter,fruit,9,-0.03446113110820684
huile,fruit,9,0.004553625729349173
rhubarbe,fruit,9,0.007662921783369469
diviser,fraise,9,0.016734076555874007
glace,fraise,9,0.018779228683607357
servi,fraise,9,0.0424284751915588
préparation,fraise,9,0.03097142481035149
dommage,fraise,9,0.10156891692307499
fromage,fraise,9,0.04933065601483563
vite,fraise,9,0.03182039410461214
devoir,fraise,9,0.005154622358486606
pomme,fraise,9,-0.0051548013830066755
lait,fraise,9,0.004216225597574114
vanillé,fraise,9,0.00465282586332404
soupe,fraise,9,0.0053009269233781344
recommander,fraise,9,0.009539611606974903
accompagner,fraise,9,0.024600281527841758
beau,fraise,9,0.04083659539681725
garder,fraise,9,0.07581478403610006
fraise,diviser,9,0.016734076555874007
glace,diviser,9,-0.0046538450861044476
ressembler,diviser,9,0.11369863193081454
servi,diviser,9,0.012261161936299362
gros,diviser,9,0.1185632350055539
mets,diviser,9,-0.012921126336635653
consistance,diviser,9,0.005941388156009489
chaud,diviser,9,0.036507850527151955
confiture,diviser,9,0.04146591116397979
sec,diviser,9,0.010167175335476413
coco,diviser,9,0.011775426916735367
pouvoir,diviser,9,0.06849376863210173
vanillé,diviser,9,-0.0031741470949313015
génial,diviser,9,0.07085283176832981
tiède,diviser,9,0.10418733219853833
soupe,diviser,9,0.06675746226387202
recommander,diviser,9,0.0595964703562121
préparer,diviser,9,0.021316015708664433
café,diviser,9,0.013021819916747952
garder,diviser,9,0.07358317260533724
donne,diviser,9,0.051663175848294954
prune,petit,9,0.03228204584057982
pot,succès,9,-0.013873431962060378
confiture,succès,9,-0.006836641295283482
base,succès,9,0.009863820885271888
caramel,succès,9,-0.020577665895113947
muffin,succès,9,-0.029958565917727734
banane,succès,9,-8.334210685568265e-4
redire,succès,9,0.011649851616662949
mauvais,succès,9,-0.0025401507735997387
riz,monde,9,0.07663606604071824
partie,régaler,9,-0.012647194219456384
pain,régaler,9,0.032239932308618276
compote,régaler,9,0.039368719381560655
râper,régaler,9,0.03065321062434011
mascarpone,régaler,9,0.003968128377993761
ananas,régaler,9,0.0324156174112448
épais,prendre,9,0.01845419231755498
agréable,prendre,9,0.04493781277701604
parfumer,prendre,9,0.058034202889602225
zeste,prendre,9,0.011474451838399926
fille,prendre,9,-0.0025039688924200086
sabler,prendre,9,0.07061799674240446
tuerie,prendre,9,0.0052532613666250345
cake,prendre,9,-0.0186026788817641
idéal,simplement,9,0.04397431860072977
long,simplement,9,0.018978781770883257
fondre,simplement,9,0.033979143330606955
garde,simplement,9,0.08232883139344128
réussite,simplement,9,0.05522367101766627
redemander,simplement,9,0.10905664597699123
ingrédient,simplement,9,0.012970859382622331
accompagner,simplement,9,0.07169108458886317
café,simplement,9,0.03771364202291186
beau,simplement,9,0.038969816821719995
donne,simplement,9,0.02616926815561067
brioche,refaire,9,-0.0038704187307752203
cookie,refaire,9,-0.0369270311698981
idéal,changer,9,0.07359363890985263
heure,changer,9,0.05714053789593022
partie,changer,9,0.03860609263192343
fromage,changer,9,0.08692690749890779
sympa,changer,9,0.0563624741791538
indiquer,changer,9,0.059839706934347155
garde,changer,9,0.06742173249355621
dose,changer,9,0.01627741287316966
agréable,changer,9,0.057830975014253105
éviter,changer,9,0.043467229085746385
extra,changer,9,0.07694814253856083
fille,changer,9,0.07069295906378692
muffin,changer,9,0.03534840919864328
ingrédient,changer,9,-0.012338671213064388
café,changer,9,0.013633882062298451
attendre,changer,9,0.05693855727492382
diminuer,changer,9,0.036838494592563595
monter,changer,9,0.039241460860484724
fade,prochain,9,0.08312870080730549
pêche,prochain,9,0.03904761520397766
cookie,prochain,9,0.08172318303778424
feuille,essayer,9,0.023676640351317474
flan,essayer,9,0.021016266745194214
compote,essayer,9,-0.010783508626311913
mascarpone,essayer,9,0.011330310758240548
crêpe,essayer,9,0.08416088567022208
rhubarbe,essayer,9,0.03827289609026756
heure,mieux,9,0.06096004483730652
retrouver,mieux,9,0.10757903305765897
cas,mieux,9,0.05724728702083884
fromage,mieux,9,0.08593886116402945
donner,mieux,9,0.047286337981492614
préférer,mieux,9,0.05215045760676345
base,mieux,9,0.0402178289872743
réduire,mieux,9,0.0017736518112328422
succulent,mieux,9,0.019925699448948297
caramel,mieux,9,0.041263163400301284
fondant,mieux,9,0.013505850349122165
redemander,mieux,9,0.07249047803832134
